token_type,token_address,receiver,amount,id
erc20,0x333A4823466879eeF910A04D473505da62142069,0x4e3072f7b5C075EA5FdEb423DA95312C4B99dc22,1.056316816832029194,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xEdd000B7Db3cb8931d4E0cb1D0DBe6B947Ceb09A,0.121661002656444321,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x895d44d10d1b7B4F5f38E2ae2322539Cf93F7AAA,0.126747269455091264,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x11665eD41eDf88926A01eBFfcBa813218Aa6723b,0.021652784332101888,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x39245d4cEf276e857EF2633F73707189052F00Af,0.045815046133466339,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xbb2Fd24146d8A56Da51143DaB9b83cF814677573,0.011472181656213583,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xD6494C5094F07d93b9A36F2cfd32562a744302d4,0.550543551464877513,
