Name(Optional),Address/ENS,Amount,Token Address/Token Symbol
,0x77aA943A365161e499eaFF59E936a799e6051e15,0.010249142683117048,0x333A4823466879eeF910A04D473505da62142069
,0x540A6950376edC97D449EcCfd1987C100843Be72,0.007957286627036293,0x333A4823466879eeF910A04D473505da62142069
,0xf6f6C75478A7DA8332B30AD28Ce389F3De4cBA95,0.005502008107091006,0x333A4823466879eeF910A04D473505da62142069
,0x701d7ec468a8fF9Bd4B76Be049e40cAB79fb3310,0.001321654322408362,0x333A4823466879eeF910A04D473505da62142069
,0xEf736f0036647A1B6828c92A9fEe27a6DDC2B250,0.054322311492446419,0x333A4823466879eeF910A04D473505da62142069
,0x3e465ABFa9b2A7E18a610F489fb3510765461d13,0.028490104620792328,0x333A4823466879eeF910A04D473505da62142069
,0x327b0c1Ecd110651dC9994b6764b695c9cdC29bA,0.062030059352479388,0x333A4823466879eeF910A04D473505da62142069
,0x5FecD240ad629B2De86b87C6cd59a448F2168362,0.005807855257600794,0x333A4823466879eeF910A04D473505da62142069
,0x568b9bFfF4a3a7C7351db84EC2F4Ad4CA147A1D0,0.003895129411656493,0x333A4823466879eeF910A04D473505da62142069
,0x4e3072f7b5C075EA5FdEb423DA95312C4B99dc22,0.029556974110507736,0x333A4823466879eeF910A04D473505da62142069
,0xA45e4DA10f86579FF2D37CBf29Fc7B27C08A22fA,0.004439552838402333,0x333A4823466879eeF910A04D473505da62142069
,0x4326434696309A2CbDD6DB422afF4f7b268ADD60,0.001840225007031925,0x333A4823466879eeF910A04D473505da62142069
,0xF968030893d9A02f51D135c5EeF17513A2981acA,0.004104183874156482,0x333A4823466879eeF910A04D473505da62142069
,0xBcb72C745BEb371842F13c28FD9c3855f5181222,0.003348152293278582,0x333A4823466879eeF910A04D473505da62142069
,0xEdd000B7Db3cb8931d4E0cb1D0DBe6B947Ceb09A,0.002516121996639579,0x333A4823466879eeF910A04D473505da62142069
,0x0F9C6A9d8f9729aB07b5b2B870Ce8122E76708b0,0.007133703281029689,0x333A4823466879eeF910A04D473505da62142069
