token_type,token_address,receiver,amount,id
erc20,0x333A4823466879eeF910A04D473505da62142069,0xf6f6C75478A7DA8332B30AD28Ce389F3De4cBA95,0.002213686925291186,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xEf736f0036647A1B6828c92A9fEe27a6DDC2B250,0.073970854481617840,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x3e465ABFa9b2A7E18a610F489fb3510765461d13,0.027597666475959495,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x327b0c1Ecd110651dC9994b6764b695c9cdC29bA,0.077924969522038357,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x885ea391039e0FA3f6833a1F3B6d7433B5b69bb6,0.001655056873756585,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x0096dE908BabE0C94114Da6f5D2Cb47f7DC1B665,0.002836829195190138,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x886F55E670cF0e0749cae8e58bA355Ae5F804575,0.005999048255183979,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x4e3072f7b5C075EA5FdEb423DA95312C4B99dc22,0.012641085320672048,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x2d59CD7112E36a223807C08a636CBd51eC928c6C,0.001910214865548204,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xfbAe6975dEa8d3173f8d3e71b0cEF9ecfE56B990,0.003718519828870175,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x6e311C67E5e5476d6bBF87226038514c3eD11EbE,0.002064132338341922,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xA45e4DA10f86579FF2D37CBf29Fc7B27C08A22fA,0.004122342044379488,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xAf4807D083287f205d897e6D00c6FdE1bF0A241A,0.003024706124786783,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x4326434696309A2CbDD6DB422afF4f7b268ADD60,0.004632541132068118,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xe903EC6B90365569D744A3de802AF9270A5EE10B,0.001631896905886718,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xF968030893d9A02f51D135c5EeF17513A2981acA,0.002591335060435302,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xf88EaDe6A90e32C869BD12Bcc0071Dc42aB77529,0.003649778281575071,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xFA4572b4E734587Fe0b4d415a92E6654C0c71460,0.001578695220756805,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x51F144d6B9370Be879943dC1Ba149353A8778033,0.002950810356691336,
