Name(Optional),Address/ENS,Amount,Token Address/Token Symbol
,0x77aA943A365161e499eaFF59E936a799e6051e15,0.012116077130103282,0x333A4823466879eeF910A04D473505da62142069
,0x540A6950376edC97D449EcCfd1987C100843Be72,0.009789000443413251,0x333A4823466879eeF910A04D473505da62142069
,0xf6f6C75478A7DA8332B30AD28Ce389F3De4cBA95,0.003713602034552965,0x333A4823466879eeF910A04D473505da62142069
,0xEf736f0036647A1B6828c92A9fEe27a6DDC2B250,0.045375952074547252,0x333A4823466879eeF910A04D473505da62142069
,0x3e465ABFa9b2A7E18a610F489fb3510765461d13,0.028551765186524871,0x333A4823466879eeF910A04D473505da62142069
,0xd25AD8d836Bf95e2876E34d6e46635A90C38BB86,0.005348925118243397,0x333A4823466879eeF910A04D473505da62142069
,0x327b0c1Ecd110651dC9994b6764b695c9cdC29bA,0.052090548359854495,0x333A4823466879eeF910A04D473505da62142069
,0x5FecD240ad629B2De86b87C6cd59a448F2168362,0.004684566976612065,0x333A4823466879eeF910A04D473505da62142069
,0x568b9bFfF4a3a7C7351db84EC2F4Ad4CA147A1D0,0.005373546284065213,0x333A4823466879eeF910A04D473505da62142069
,0x4e3072f7b5C075EA5FdEb423DA95312C4B99dc22,0.044102881925551694,0x333A4823466879eeF910A04D473505da62142069
,0xA45e4DA10f86579FF2D37CBf29Fc7B27C08A22fA,0.003886748888470076,0x333A4823466879eeF910A04D473505da62142069
,0xF968030893d9A02f51D135c5EeF17513A2981acA,0.003554492235712398,0x333A4823466879eeF910A04D473505da62142069
,0xBcb72C745BEb371842F13c28FD9c3855f5181222,0.003145490918692983,0x333A4823466879eeF910A04D473505da62142069
,0xEdd000B7Db3cb8931d4E0cb1D0DBe6B947Ceb09A,0.004560383184614298,0x333A4823466879eeF910A04D473505da62142069
,0x0F9C6A9d8f9729aB07b5b2B870Ce8122E76708b0,0.005865312809964870,0x333A4823466879eeF910A04D473505da62142069
