token_type,token_address,receiver,amount,id
erc20,0x333A4823466879eeF910A04D473505da62142069,0x540A6950376edC97D449EcCfd1987C100843Be72,0.008463377539006314,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x586b20a7227857ECec010A37e6A89149A2a632C8,0.000000000000000000,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xf6f6C75478A7DA8332B30AD28Ce389F3De4cBA95,0.006291381257476016,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x701d7ec468a8fF9Bd4B76Be049e40cAB79fb3310,0.001513656788686013,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xAbD8Cee5a93265fc7D1F9e45f0169294d01B8802,0.000000000000000000,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xEf736f0036647A1B6828c92A9fEe27a6DDC2B250,0.061051211033702848,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x3e465ABFa9b2A7E18a610F489fb3510765461d13,0.032410078935665448,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x327b0c1Ecd110651dC9994b6764b695c9cdC29bA,0.069172030568099598,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x5FecD240ad629B2De86b87C6cd59a448F2168362,0.006611852423715445,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x61d2b9111F3cA83787006554C8Bc2a8b2207A8E8,0.000112145814385899,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x568b9bFfF4a3a7C7351db84EC2F4Ad4CA147A1D0,0.004439608349650422,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xD903636293da47B66861BE87B360C795fda43F5f,0.000000000000000000,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x1d8E302E451b6698f000809DCB7F51AE4b708936,0.000000000000000000,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x3BBD1Bcb25dd27bFcEdbDe6C173C2ca35Be62150,0.000030052948418356,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x15Fab1cC5262D69853b1196f74d38C7FC96Fc6D7,0.000335405017778752,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x4e3072f7b5C075EA5FdEb423DA95312C4B99dc22,0.030550424571548466,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x51D69A3d4a666fb658c22f761b5b87E04Ecf99Ae,0.000083091504480071,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x1Bb4c08d421BB32e75E50F50828b51507d6739e1,0.000921954225990494,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x2d59CD7112E36a223807C08a636CBd51eC928c6C,0.000449339774421583,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x46Ad79eFd29B4212eE2dB32153c682Db06614Ce5,0.000053563610834769,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x9A1e0c819F4e6608082cc28D515648edAb043B85,0.000141725419429346,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xA45e4DA10f86579FF2D37CBf29Fc7B27C08A22fA,0.005085492043009848,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x4f6502A9e4f133122e88C58B4aE4ba2d537B19D4,0.001310810070434517,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xb05e707879eA4ecD09392A7c78C05aA76f4c86E3,0.000094158615849328,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xE83906d6C19939DcC3FFCC317556D940C87847ec,0.000000000000000000,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xAf4807D083287f205d897e6D00c6FdE1bF0A241A,0.000293883881699631,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xEF3253E2FaAA98A403253e3777708bDaf58546a9,0.000346971646944741,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x4326434696309A2CbDD6DB422afF4f7b268ADD60,0.002109509000878973,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x38123a191e9685448658d2207B0543E2Fb9282cC,0.000517955264811457,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x88D2C34c3c59069F823d9F5011662b6111862282,0.000439440470055616,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x07F2A8C405e643D0c97c382911a1097060f14FFb,0.000045347631686344,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xF968030893d9A02f51D135c5EeF17513A2981acA,0.004641526014920455,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xFA4572b4E734587Fe0b4d415a92E6654C0c71460,0.000143885687129204,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x6192613bb2E3A3A4B895Bd54f93d57e9d382632B,0.000065911591189029,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x6eFcAD620d99e788baE23E8A9515CdFF4c83136B,0.000009974980770403,
erc20,0x333A4823466879eeF910A04D473505da62142069,0xEdd000B7Db3cb8931d4E0cb1D0DBe6B947Ceb09A,0.002494887967422718,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x70511BFE07d9E9599A93d5a7B9F6e1C30fbeC695,0.001303928260621396,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x4DD3fEfA24615591262173B49d04f37c515742A2,0.000123894214443066,
erc20,0x333A4823466879eeF910A04D473505da62142069,0x0F9C6A9d8f9729aB07b5b2B870Ce8122E76708b0,0.007577409434141825,
